job_id,energy_qpu_kwh,energy_cpu_kwh,energy_total_kwh,cost_energy_total,phi_qpu,phi_cpu,qpu_time_s,cpu_time_s,qpu_phase_s,qpu_idle_s,qpu_wait_s,cpu_wait_s,wait_total_s,qpu_turn_s,cpu_turn_s,turn_total_s,job_turnaround_s
14,0.0444,0.0006,0.045,0.0081,0.9866666666666667,0.013333333333333332,2.523,0.4492,2.523,0.0,0.0,0.0,0.0,2.5229999999999997,0.44920000000000004,2.9722,2.9674
15,0.0733,0.0005,0.0738,0.0133,0.9932249322493225,0.006775067750677506,4.3998,0.3331,4.3997,0.0,0.0,0.0,0.0,4.399699999999999,0.3331,4.732799999999999,4.7356
16,0.0699,0.0,0.0699,0.0126,1.0,0.0,3.774,0.0181,3.7739,0.0,0.0,0.0,0.0,3.7739000000000003,0.0181,3.7920000000000003,3.7897
17,0.065,0.0002,0.0653,0.0117,0.995405819295559,0.0030627871362940277,3.3444,0.1559,3.3444,0.0,0.0,0.0,0.0,3.3444000000000003,0.1559,3.5003,3.4987
18,0.0622,0.0003,0.0625,0.0112,0.9952,0.0048,3.5361,0.157,3.5361,0.0,0.0,0.0,0.0,3.5361000000000002,0.157,3.6931000000000003,3.6956
19,0.0786,0.0007,0.0794,0.0143,0.9899244332493703,0.008816120906801008,4.2456,0.5287,4.2456,0.0,0.0,0.0,0.0,4.2456,0.5287,4.774299999999999,4.7719
20,0.0606,0.0001,0.0607,0.0109,0.9983525535420099,0.0016474464579901156,3.1152,0.0663,3.1151,0.0,0.0,0.0,0.0,3.1151,0.0663,3.1814,3.1795
21,0.0581,0.0011,0.0592,0.0107,0.9814189189189189,0.018581081081081082,3.3021,0.7235,3.3021,0.0,0.0,0.0,0.0,3.3021000000000003,0.7235,4.025600000000001,4.0282
22,0.0288,0.0,0.0288,0.0052,1.0,0.0,1.6365,0.0089,1.6365,0.0,0.0,0.0,0.0,1.6364999999999998,0.0089,1.6453999999999998,1.648
23,0.0581,0.0,0.0581,0.0105,1.0,0.0,3.3021,0.0026,3.3021,0.0,0.0,0.0,0.0,3.3021000000000003,0.0026,3.3047000000000004,3.3033
24,0.0459,0.0,0.0459,0.0083,1.0,0.0,2.3586,0.0021,2.3586,0.0,0.0,0.0,0.0,2.3586,0.0021000000000000003,2.3607,2.3597
25,0.0374,0.0,0.0374,0.0067,1.0,0.0,2.0184,0.0054,2.0184,0.0,0.0,0.0,0.0,2.0183999999999997,0.0054,2.0237999999999996,2.0264
26,0.0355,0.0,0.0355,0.0064,1.0,0.0,2.0184,0.0258,2.0184,0.0,0.0,0.0,0.0,2.0183999999999997,0.0258,2.0441999999999996,2.0414
27,0.0349,0.0012,0.0361,0.0065,0.9667590027700831,0.03324099722991689,1.887,0.7369,1.887,0.0,0.0,0.0,0.0,1.887,0.7369,2.6239,2.6258
28,0.05,0.005,0.055,0.0099,0.9090909090909092,0.09090909090909091,2.8431,3.5994,2.8432,0.0001,0.0,0.0,0.0,2.8432,3.5994,6.4426000000000005,6.4399
29,0.0393,0.0,0.0393,0.0071,1.0,0.0,2.3586,0.0038,2.3586,0.0,0.0,0.0,0.0,2.3586,0.0038000000000000004,2.3624,2.3607
30,0.0218,0.0025,0.0243,0.0044,0.897119341563786,0.102880658436214,1.1787,1.516,1.1787,0.0,0.0,0.0,0.0,1.1787,1.516,2.6947,2.6986
31,0.0757,0.0007,0.0764,0.0138,0.9908376963350787,0.009162303664921467,4.5414,0.4674,4.5414,0.0,0.0,0.0,0.0,4.5414,0.46740000000000004,5.008800000000001,5.0053
32,0.0505,0.0003,0.0508,0.0091,0.9940944881889765,0.005905511811023622,2.7273,0.1491,2.7273,0.0,0.0,0.0,0.0,2.7273,0.1491,2.8764000000000003,2.873
33,0.065,0.0,0.0651,0.0117,0.9984639016897081,0.0,3.3444,0.0141,3.3443,0.0,0.0,0.0,0.0,3.3442999999999996,0.0141,3.3583999999999996,3.3564
34,0.0883,0.0004,0.0887,0.016,0.995490417136415,0.004509582863585118,4.5414,0.2656,4.5414,0.0,0.0,0.0,0.0,4.5414,0.2656,4.807,4.8095
35,0.0239,0.0012,0.0251,0.0045,0.952191235059761,0.047808764940239036,1.359,0.8058,1.359,0.0,0.0,0.0,0.0,1.359,0.8058,2.1648,2.1698
36,0.0519,0.0,0.0519,0.0093,1.0,0.0,3.1152,0.0028,3.1152,0.0,0.0,0.0,0.0,3.1151999999999997,0.0028000000000000004,3.118,3.1191
37,0.0318,0.0,0.0318,0.0057,1.0,0.0,1.6365,0.0119,1.6365,0.0,0.0,0.0,0.0,1.6364999999999998,0.011899999999999999,1.6483999999999999,1.6466
38,0.0274,0.0003,0.0277,0.005,0.9891696750902528,0.010830324909747292,1.5576,0.2301,1.5576,0.0,0.0,0.0,0.0,1.5575999999999999,0.23010000000000003,1.7876999999999998,1.7904
39,0.0481,0.0,0.0481,0.0087,1.0,0.0,2.5959,0.0026,2.5959,0.0,0.0,0.0,0.0,2.5959,0.0026,2.5985,2.603
40,0.0856,0.0001,0.0857,0.0154,0.9988331388564761,0.0011668611435239208,4.3998,0.0814,4.3997,0.0,0.0,0.0,0.0,4.399699999999999,0.0814,4.4811,4.484
41,0.0281,0.0038,0.0319,0.0057,0.8808777429467085,0.11912225705329155,1.5984,2.5684,1.5984,0.0,0.0,0.0,0.0,1.5984000000000003,2.5683999999999996,4.1668,4.1671
42,0.0252,0.0001,0.0253,0.0046,0.9960474308300395,0.003952569169960475,1.5138,0.0483,1.5138,0.0,0.0,0.0,0.0,1.5138000000000003,0.048299999999999996,1.5621000000000003,1.5591
43,0.0503,0.0001,0.0504,0.0091,0.9980158730158729,0.001984126984126984,2.718,0.0321,2.7179,0.0,0.0,0.0,0.0,2.7179,0.032100000000000004,2.75,2.7478
44,0.0344,0.0,0.0344,0.0062,1.0,0.0,1.9554,0.018,1.9554,0.0,0.0,0.0,0.0,1.9554,0.018,1.9734,1.9761
45,0.0218,0.0,0.0219,0.0039,0.995433789954338,0.0,1.1787,0.0154,1.1787,0.0,0.0,0.0,0.0,1.1787,0.0154,1.1941000000000002,1.1978
46,0.0829,0.0019,0.0849,0.0153,0.9764428739693757,0.02237926972909305,4.7148,1.2301,4.7148,0.0,0.0,0.0,0.0,4.7148,1.2301,5.9449000000000005,5.9411
47,0.0281,0.0018,0.0299,0.0054,0.939799331103679,0.06020066889632107,1.5984,1.0785,1.5983,0.0,0.0,0.0,0.0,1.5983,1.0785,2.6768,2.677
48,0.0442,0.0,0.0442,0.008,1.0,0.0,2.2746,0.0126,2.2744,0.0,0.0,0.0,0.0,2.2744,0.0126,2.287,2.2861
49,0.0808,0.0015,0.0823,0.0148,0.9817739975698663,0.01822600243013366,4.3635,1.0491,4.3636,0.0001,0.0,0.0,0.0,4.3636,1.0491,5.4127,5.4154
50,0.0386,0.0001,0.0387,0.007,0.9974160206718348,0.002583979328165375,2.3172,0.0376,2.3171,0.0,0.0,0.0,0.0,2.3171,0.037599999999999995,2.3547,2.3587
51,0.0408,0.0,0.0408,0.0073,1.0,0.0,2.3172,0.0041,2.3172,0.0,0.0,0.0,0.0,2.3171999999999997,0.0040999999999999995,2.3213,2.3189
52,0.0826,0.0,0.0826,0.0149,1.0,0.0,4.2456,0.0031,4.2457,0.0001,0.0,0.0,0.0,4.245699999999999,0.0031,4.248799999999999,4.2501
53,0.0858,0.0012,0.0871,0.0157,0.9850746268656717,0.013777267508610792,4.6341,0.7808,4.6341,0.0,0.0,0.0,0.0,4.6341,0.7808,5.4149,5.4189
54,0.0948,0.0,0.0948,0.0171,1.0,0.0,5.1177,0.0032,5.1175,0.0,0.0,0.0,0.0,5.1175,0.0031999999999999997,5.120699999999999,5.1248
55,0.0808,0.0007,0.0815,0.0147,0.9914110429447852,0.008588957055214723,4.3635,0.4249,4.3635,0.0,0.0,0.0,0.0,4.3635,0.4249,4.7884,4.7887
56,0.0236,0.0006,0.0242,0.0044,0.9752066115702479,0.024793388429752063,1.4151,0.382,1.4151,0.0,0.0,0.0,0.0,1.4151,0.382,1.7971,1.7925
57,0.0516,0.0001,0.0517,0.0093,0.9980657640232108,0.0019342359767891683,2.9331,0.0395,2.9331,0.0,0.0,0.0,0.0,2.9331,0.0395,2.9726,2.9713
58,0.0393,0.0006,0.0399,0.0072,0.9849624060150377,0.015037593984962405,2.3586,0.4295,2.3587,0.0001,0.0,0.0,0.0,2.3587,0.4295,2.7882,2.787
59,0.0772,0.0032,0.0804,0.0145,0.9601990049751244,0.03980099502487562,4.6341,2.2858,4.6341,0.0,0.0,0.0,0.0,4.6341,2.2858,6.9199,6.9172
60,0.0808,0.0001,0.0809,0.0146,0.9987639060568603,0.0012360939431396787,4.1535,0.0673,4.1535,0.0,0.0,0.0,0.0,4.1535,0.0673,4.2208000000000006,4.2225
61,0.0975,0.0,0.0976,0.0176,0.9989754098360656,0.0,5.0163,0.0114,5.0163,0.0,0.0,0.0,0.0,5.016299999999999,0.0114,5.027699999999999,5.0257
62,0.0589,0.0037,0.0626,0.0113,0.9408945686900958,0.05910543130990415,3.5322,2.382,3.5322,0.0,0.0,0.0,0.0,3.5322,2.3819999999999997,5.914199999999999,5.9175
63,0.0975,0.0,0.0976,0.0176,0.9989754098360656,0.0,5.0163,0.0086,5.0163,0.0,0.0,0.0,0.0,5.016299999999999,0.0086,5.0249,5.0272
64,0.0589,0.0,0.0589,0.0106,1.0,0.0,3.5322,0.0113,3.5324,0.0002,0.0,0.0,0.0,3.5324,0.011300000000000001,3.5437,3.5482
65,0.0529,0.0,0.0529,0.0095,1.0,0.0,2.718,0.0029,2.7179,0.0,0.0,0.0,0.0,2.7179,0.0029,2.7208,2.7199
66,0.0518,0.0047,0.0565,0.0102,0.9168141592920354,0.0831858407079646,2.9469,3.3738,2.9467,0.0,0.0,0.0,0.0,2.9467,3.3738,6.3205,6.32
67,0.0619,0.0008,0.0628,0.0113,0.9856687898089173,0.012738853503184716,3.3444,0.5062,3.3444,0.0,0.0,0.0,0.0,3.3444000000000003,0.5062,3.8506,3.852
68,0.055,0.0,0.0551,0.0099,0.9981851179673321,0.0,3.3021,0.0122,3.3021,0.0,0.0,0.0,0.0,3.3021000000000003,0.012199999999999999,3.3143000000000002,3.3103
69,0.0665,0.0007,0.0672,0.0121,0.9895833333333335,0.010416666666666668,3.4221,0.4389,3.422,0.0,0.0,0.0,0.0,3.422,0.4389,3.8609,3.8643
70,0.0284,0.0001,0.0285,0.0051,0.9964912280701754,0.0035087719298245615,1.7058,0.0572,1.7059,0.0001,0.0,0.0,0.0,1.7059,0.0572,1.7631,1.76
71,0.0252,0.0008,0.026,0.0047,0.9692307692307692,0.03076923076923077,1.5138,0.5107,1.5138,0.0,0.0,0.0,0.0,1.5138000000000003,0.5106999999999999,2.0245,2.0293
72,0.09,0.0,0.09,0.0162,1.0,0.0,5.1177,0.0034,5.1177,0.0,0.0,0.0,0.0,5.1177,0.0034,5.1211,5.1162
73,0.055,0.0,0.0551,0.0099,0.9981851179673321,0.0,2.8305,0.0159,2.8304,0.0,0.0,0.0,0.0,2.8304,0.0159,2.8463,2.851
74,0.071,0.0,0.071,0.0128,1.0,0.0,4.2621,0.0067,4.2621,0.0,0.0,0.0,0.0,4.2621,0.0067,4.268800000000001,4.2737
75,0.0723,0.0,0.0723,0.013,1.0,0.0,3.9018,0.006,3.9018,0.0,0.0,0.0,0.0,3.9017999999999997,0.006,3.9077999999999995,3.9048
76,0.0885,0.002,0.0905,0.0163,0.9779005524861878,0.022099447513812157,4.5489,1.4434,4.549,0.0001,0.0,0.0,0.0,4.5489999999999995,1.4434,5.9924,5.9932
77,0.0393,0.0002,0.0396,0.0071,0.9924242424242424,0.00505050505050505,2.3586,0.1748,2.3586,0.0,0.0,0.0,0.0,2.3586,0.1748,2.5334,2.5365
78,0.0295,0.0008,0.0303,0.0054,0.9735973597359735,0.026402640264026403,1.7682,0.5176,1.7681,0.0,0.0,0.0,0.0,1.7681,0.5176000000000001,2.2857000000000003,2.2812
79,0.0183,0.0005,0.0187,0.0034,0.9786096256684491,0.026737967914438502,1.0383,0.303,1.0384,0.0001,0.0,0.0,0.0,1.0384,0.303,1.3414,1.3429
80,0.0929,0.0001,0.093,0.0167,0.9989247311827957,0.001075268817204301,5.0163,0.0386,5.0163,0.0,0.0,0.0,0.0,5.016299999999999,0.0386,5.054899999999999,5.0516
81,0.0281,0.0026,0.0307,0.0055,0.9153094462540716,0.08469055374592833,1.5984,1.557,1.5984,0.0,0.0,0.0,0.0,1.5984000000000003,1.557,3.1554,3.1575
82,0.0793,0.0001,0.0794,0.0143,0.9987405541561712,0.0012594458438287155,4.077,0.051,4.077,0.0,0.0,0.0,0.0,4.077,0.051,4.128,4.1258
83,0.0576,0.0046,0.0621,0.0112,0.9275362318840579,0.07407407407407407,3.2727,3.2859,3.2727,0.0,0.0,0.0,0.0,3.2727,3.2859,6.5586,6.5553
84,0.0533,0.0,0.0533,0.0096,1.0,0.0,3.0276,0.0046,3.0276,0.0,0.0,0.0,0.0,3.0276000000000005,0.0046,3.0322000000000005,3.0275
85,0.0799,0.0,0.0799,0.0144,1.0,0.0,4.5414,0.0032,4.5415,0.0001,0.0,0.0,0.0,4.5415,0.0031999999999999997,4.5447,4.5491
86,0.0503,0.0024,0.0528,0.0095,0.9526515151515151,0.04545454545454545,2.718,1.5358,2.718,0.0,0.0,0.0,0.0,2.718,1.5357999999999998,4.2538,4.2541
87,0.0699,0.0,0.0699,0.0126,1.0,0.0,3.774,0.0036,3.7739,0.0,0.0,0.0,0.0,3.7739000000000003,0.0036,3.7775000000000003,3.7738
88,0.0505,0.0,0.0505,0.0091,1.0,0.0,2.5959,0.0019,2.5959,0.0,0.0,0.0,0.0,2.5959,0.0018999999999999998,2.5978,2.5968
89,0.0163,0.0,0.0163,0.0029,1.0,0.0,0.9777,0.0079,0.9777,0.0,0.0,0.0,0.0,0.9777,0.0079,0.9856,0.9866
90,0.0841,0.0004,0.0845,0.0152,0.9952662721893489,0.004733727810650888,4.5414,0.2775,4.5414,0.0,0.0,0.0,0.0,4.5414,0.2775,4.8189,4.8185
91,0.0533,0.0,0.0533,0.0096,1.0,0.0,3.1965,0.0078,3.1965,0.0,0.0,0.0,0.0,3.1964999999999995,0.0078,3.2042999999999995,3.2074
92,0.0182,0.0001,0.0182,0.0033,1.0,0.005494505494505494,1.0908,0.0418,1.0909,0.0001,0.0,0.0,0.0,1.0909,0.041800000000000004,1.1327,1.132
93,0.0207,0.0,0.0207,0.0037,1.0,0.0,1.0656,0.008,1.0654,0.0,0.0,0.0,0.0,1.0654000000000001,0.008,1.0734000000000001,1.0756
94,0.0533,0.0001,0.0534,0.0096,0.99812734082397,0.0018726591760299626,3.1965,0.0594,3.1965,0.0,0.0,0.0,0.0,3.1964999999999995,0.059399999999999994,3.2558999999999996,3.2584
95,0.0856,0.0002,0.0858,0.0154,0.9976689976689976,0.002331002331002331,4.3998,0.1272,4.3998,0.0,0.0,0.0,0.0,4.3998,0.1272,4.527,4.5274
96,0.0344,0.005,0.0394,0.0071,0.8730964467005077,0.1269035532994924,1.9554,3.2508,1.9555,0.0001,0.0,0.0,0.0,1.9555000000000002,3.2508,5.206300000000001,5.208
97,0.071,0.0,0.071,0.0128,1.0,0.0,4.0368,0.0029,4.0369,0.0001,0.0,0.0,0.0,4.0369,0.0029,4.0398000000000005,4.0372
98,0.0611,0.0001,0.0612,0.011,0.9983660130718955,0.0016339869281045752,3.4755,0.0379,3.4755,0.0,0.0,0.0,0.0,3.4755000000000003,0.0379,3.5134000000000003,3.5118
99,0.0802,0.0033,0.0835,0.015,0.9604790419161675,0.03952095808383233,4.1256,2.1767,4.1255,0.0,0.0,0.0,0.0,4.125500000000001,2.1767,6.302200000000001,6.3033
100,0.0453,0.0,0.0453,0.0082,1.0,0.0,2.718,0.002,2.718,0.0,0.0,0.0,0.0,2.718,0.002,2.7199999999999998,2.719
101,0.0727,0.0015,0.0742,0.0134,0.9797843665768194,0.02021563342318059,4.3635,0.9998,4.3635,0.0,0.0,0.0,0.0,4.3635,0.9998,5.363300000000001,5.3618
102,0.0338,0.0001,0.0339,0.0061,0.9970501474926253,0.0029498525073746317,1.7379,0.0575,1.7378,0.0,0.0,0.0,0.0,1.7378,0.0575,1.7953000000000001,1.7904
103,0.0392,0.0001,0.0393,0.0071,0.9974554707379134,0.002544529262086514,2.0184,0.0476,2.0184,0.0,0.0,0.0,0.0,2.0183999999999997,0.0476,2.066,2.0641
104,0.0414,0.0006,0.042,0.0076,0.9857142857142857,0.014285714285714284,2.1309,0.412,2.1309,0.0,0.0,0.0,0.0,2.1309,0.412,2.5429,2.5456
105,0.0393,0.0,0.0393,0.0071,1.0,0.0,2.3586,0.0059,2.3587,0.0001,0.0,0.0,0.0,2.3587,0.005900000000000001,2.3646,2.3675
106,0.0654,0.0011,0.0666,0.012,0.9819819819819818,0.016516516516516516,3.5322,0.8277,3.5322,0.0,0.0,0.0,0.0,3.5322,0.8277,4.3599,4.3621
107,0.0577,0.0018,0.0595,0.0107,0.969747899159664,0.030252100840336135,3.1152,0.9989,3.1151,0.0,0.0,0.0,0.0,3.1151,0.9989,4.114,4.115
108,0.0176,0.0,0.0176,0.0032,1.0,0.0,0.906,0.0037,0.906,0.0,0.0,0.0,0.0,0.9059999999999999,0.0036999999999999993,0.9097,0.9125
109,0.0413,0.0001,0.0414,0.0074,0.997584541062802,0.002415458937198068,2.2296,0.05,2.2296,0.0,0.0,0.0,0.0,2.2296,0.05,2.2796,2.2812
110,0.0285,0.0,0.0285,0.0051,1.0,0.0,1.4667,0.0023,1.4666,0.0,0.0,0.0,0.0,1.4666000000000001,0.0023,1.4689,1.4715
111,0.0836,0.0004,0.084,0.0151,0.9952380952380951,0.0047619047619047615,5.0163,0.2364,5.0165,0.0002,0.0,0.0,0.0,5.0165,0.2364,5.2528999999999995,5.2505
112,0.0665,0.0029,0.0694,0.0125,0.9582132564841499,0.04178674351585014,3.4221,2.0909,3.4221,0.0,0.0,0.0,0.0,3.4221000000000004,2.0909,5.513,5.5152
113,0.0769,0.0008,0.0777,0.014,0.9897039897039895,0.010296010296010296,4.1535,0.5876,4.1534,0.0,0.0,0.0,0.0,4.1534,0.5876,4.7410000000000005,4.7395
114,0.0707,0.0,0.0707,0.0127,1.0,0.0,3.8181,0.0104,3.8181,0.0,0.0,0.0,0.0,3.8181,0.0104,3.8285,3.8236
115,0.0178,0.0014,0.0191,0.0034,0.9319371727748692,0.07329842931937174,1.0092,0.8999,1.0092,0.0,0.0,0.0,0.0,1.0091999999999999,0.8999,1.9091,1.9083
116,0.0901,0.0,0.0901,0.0162,1.0,0.0,4.6341,0.0242,4.6341,0.0,0.0,0.0,0.0,4.6341,0.0242,4.6583000000000006,4.6568
117,0.0516,0.003,0.0546,0.0098,0.945054945054945,0.054945054945054944,2.9331,1.8202,2.9331,0.0,0.0,0.0,0.0,2.9331,1.8202,4.7533,4.7556
118,0.0284,0.0004,0.0288,0.0052,0.9861111111111112,0.01388888888888889,1.7058,0.2196,1.7058,0.0,0.0,0.0,0.0,1.7058,0.21960000000000002,1.9254,1.9283
119,0.0178,0.003,0.0207,0.0037,0.8599033816425121,0.14492753623188406,1.0092,1.7812,1.0092,0.0,0.0,0.0,0.0,1.0091999999999999,1.7812000000000001,2.7904,2.7865
120,0.0622,0.0002,0.0624,0.0112,0.9967948717948718,0.0032051282051282055,3.7293,0.15,3.7293,0.0,0.0,0.0,0.0,3.7293000000000003,0.15,3.8793,3.8783
121,0.0332,0.0001,0.0332,0.006,1.0,0.0030120481927710845,1.7058,0.0448,1.706,0.0002,0.0,0.0,0.0,1.706,0.0448,1.7508,1.7507
122,0.0995,0.0004,0.0999,0.018,0.995995995995996,0.004004004004004004,5.1177,0.2638,5.1177,0.0,0.0,0.0,0.0,5.1177,0.2638,5.3815,5.3826
123,0.0294,0.0011,0.0305,0.0055,0.9639344262295082,0.036065573770491806,1.6722,0.7138,1.6722,0.0,0.0,0.0,0.0,1.6722000000000001,0.7138,2.386,2.3896
124,0.0663,0.0002,0.0666,0.012,0.9954954954954953,0.003003003003003003,3.9804,0.1373,3.9804,0.0,0.0,0.0,0.0,3.9804,0.1373,4.1177,4.1218
125,0.0225,0.0002,0.0227,0.0041,0.9911894273127753,0.008810572687224669,1.1586,0.144,1.1584,0.0,0.0,0.0,0.0,1.1583999999999999,0.14400000000000002,1.3024,1.3017
126,0.0789,0.0002,0.0791,0.0142,0.9974715549936788,0.0025284450063211127,4.2621,0.1381,4.2621,0.0,0.0,0.0,0.0,4.2621,0.1381,4.4002,4.4022
127,0.0294,0.0048,0.0342,0.0062,0.8596491228070174,0.14035087719298245,1.6722,3.2805,1.6721,0.0,0.0,0.0,0.0,1.6721,3.2805,4.9526,4.9482
128,0.0848,0.0,0.0849,0.0153,0.9988221436984688,0.0,4.3635,0.0033,4.3635,0.0,0.0,0.0,0.0,4.3635,0.0033,4.3668000000000005,4.3699
129,0.1014,0.001,0.1024,0.0184,0.990234375,0.009765625,5.2134,0.6695,5.2134,0.0,0.0,0.0,0.0,5.2134,0.6695,5.8829,5.8816
130,0.0673,0.0,0.0673,0.0121,1.0,0.0,4.0368,0.0148,4.0368,0.0,0.0,0.0,0.0,4.0367999999999995,0.0148,4.0516,4.0546
131,0.0178,0.0,0.0178,0.0032,1.0,0.0,1.0656,0.0026,1.0656,0.0,0.0,0.0,0.0,1.0656,0.0026,1.0682,1.0636
132,0.0151,0.0,0.0151,0.0027,1.0,0.0,0.906,0.0104,0.906,0.0,0.0,0.0,0.0,0.9059999999999999,0.0104,0.9163999999999999,0.9117
133,0.0622,0.0019,0.064,0.0115,0.9718749999999999,0.0296875,3.7293,1.2231,3.7293,0.0,0.0,0.0,0.0,3.7293000000000003,1.2231,4.952400000000001,4.9534
134,0.0563,0.0,0.0563,0.0101,1.0,0.0,2.8962,0.0048,2.8962,0.0,0.0,0.0,0.0,2.8962000000000003,0.0048000000000000004,2.9010000000000002,2.9057
135,0.0322,0.0035,0.0357,0.0064,0.9019607843137254,0.09803921568627451,1.7379,2.4967,1.7379,0.0,0.0,0.0,0.0,1.7379000000000002,2.4967,4.2346,4.2345
136,0.0413,0.001,0.0423,0.0076,0.9763593380614659,0.023640661938534282,2.2296,0.631,2.2294,0.0,0.0,0.0,0.0,2.2294,0.631,2.8604000000000003,2.8608
137,0.0374,0.0,0.0374,0.0067,1.0,0.0,2.0184,0.0092,2.0184,0.0,0.0,0.0,0.0,2.0183999999999997,0.0092,2.0275999999999996,2.0247
138,0.0611,0.0001,0.0612,0.011,0.9983660130718955,0.0016339869281045752,3.4755,0.0646,3.4755,0.0,0.0,0.0,0.0,3.4755000000000003,0.0646,3.5401000000000002,3.5374
139,0.0636,0.0002,0.0638,0.0115,0.9968652037617556,0.0031347962382445144,3.8181,0.1342,3.8181,0.0,0.0,0.0,0.0,3.8181,0.13419999999999999,3.9522999999999997,3.9545
140,0.0491,0.0,0.0491,0.0088,1.0,0.0,2.523,0.029,2.523,0.0,0.0,0.0,0.0,2.5229999999999997,0.028999999999999998,2.5519999999999996,2.5547
141,0.065,0.0,0.065,0.0117,1.0,0.0,3.3444,0.0111,3.3443,0.0,0.0,0.0,0.0,3.3442999999999996,0.0111,3.3553999999999995,3.3505
142,0.0644,0.0013,0.0657,0.0118,0.980213089802131,0.019786910197869104,3.4755,0.8027,3.4756,0.0001,0.0,0.0,0.0,3.4756,0.8027,4.2783,4.2748
143,0.0639,0.0,0.064,0.0115,0.9984375,0.0,3.6342,0.016,3.6342,0.0,0.0,0.0,0.0,3.6342,0.016,3.6502,3.6527
144,0.0842,0.0006,0.0848,0.0153,0.9929245283018867,0.007075471698113207,4.5489,0.3678,4.5489,0.0,0.0,0.0,0.0,4.5489,0.3678,4.9167,4.9176
145,0.0196,0.0,0.0197,0.0035,0.9949238578680203,0.0,1.0092,0.0296,1.0092,0.0,0.0,0.0,0.0,1.0091999999999999,0.0296,1.0388,1.0367
146,0.0325,0.0002,0.0327,0.0059,0.9938837920489297,0.0061162079510703364,1.6722,0.1086,1.6722,0.0,0.0,0.0,0.0,1.6722000000000001,0.1086,1.7808000000000002,1.7767
147,0.0393,0.0002,0.0394,0.0071,0.9974619289340102,0.005076142131979696,2.3574,0.0974,2.3574,0.0,0.0,0.0,0.0,2.3574,0.09740000000000001,2.4548,2.4596
148,0.0543,0.001,0.0553,0.01,0.9819168173598554,0.018083182640144666,2.9331,0.6925,2.9331,0.0,0.0,0.0,0.0,2.9331,0.6924999999999999,3.6256,3.6208
149,0.0799,0.0,0.0799,0.0144,1.0,0.0,4.7949,0.0176,4.7948,0.0,0.0,0.0,0.0,4.7948,0.0176,4.8124,4.8121
150,0.075,0.0042,0.0791,0.0142,0.9481668773704172,0.053097345132743355,4.2621,2.9926,4.2621,0.0,0.0,0.0,0.0,4.2621,2.9926000000000004,7.254700000000001,7.2568
